,title,label,prediction
112,"E3 Hands-On with ’LawBreakers’: Tons of Style, Little Substance - Breitbart",1.0,1.0
113,Egypt Court Sentence Man to Death for Murdering Christian Alcohol Retailer,1.0,0.0
114,"The Russian Navy in the Eastern Mediterranean: Naval Briefing November 9th, 2016 by LeDahu",0.0,0.0
115,World War 3 Balance – Britain The Latest NATO Nation To Bolster Baltic States Against Russian Threat,0.0,0.0
116,#2820: Clinton 8(a) Pig Farm Servers – Boeing Bridge Of Pimps – Serco In-Flight Zulu Snuff,0.0,0.0
117,Sexual Abuse Claims in English Youth Leagues Prompt Wider Inquiry by Authorities - The New York Times,1.0,1.0
118,Trump Vows Personal Campaign Spending Will Total $100Mln by US Election Day,0.0,1.0
119,Trump Signs Executive Order Unwinding Obama Climate Policies - The New York Times,1.0,1.0
120,"Stock Market Rally Continues, With Records for Dow and S.&ampP. 500 - The New York Times",1.0,1.0
121,"Death of millions of Yemenis in the ""forgotten war""",0.0,0.0
122,Leaders Struggle to Unite House Republicans Behind Health Bill - The New York Times,1.0,1.0
123,Comment on Looking For Proof Of Evolution? You Can Find It On Your Own Body by spankthebank,0.0,0.0
124,Trump Just Revealed He’s Going To End ALL Federal Clean Energy Development,0.0,0.0
125,Sugar Doesn’t Just Feed Cancer Cells it May Even CREATE Them,0.0,0.0
126,Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign?,0.0,0.0
127,How Liberian Women Delivered Africa’s First Female President - The New York Times,1.0,1.0
128,Surprise! Insurance Paid the E.R. but Not the Doctor - The New York Times,1.0,1.0
129,"Debunking a Myth: The Irish Were Not Slaves, Too - The New York Times",1.0,1.0
130,"Senate Democrats Relent, Averting Government Shutdown - The New York Times",1.0,1.0
131,Boris talks bollocks. Again. More soon.,0.0,0.0
132,Does Obama have a Brilliant Career Ahead of Him? | New Eastern Outlook,0.0,0.0
133,F.B.I. Director Testifies on Clinton Emails to Withering Criticism From G.O.P. - The New York Times,1.0,1.0
134,All 100 Senators Contacted Russian Government This Week,1.0,0.0
135,Outside Money Favors Hillary Clinton at a 2-to-1 Rate Over Donald Trump - The New York Times,1.0,1.0
136,Must Read of the Day – Dennis Kucinich’s Extraordinary Warning on D.C.’s Think Tank Warmongers,0.0,1.0
137,African Americans Deserve ‘New Deal’ From Republican Party - Trump,0.0,0.0
138,Why Marijuana Should Be Legalized Across The Globe,0.0,0.0
139,"Report: Microsoft Withheld Free Cyber Attack Patch, Charged Old Software Users Instead - Breitbart",1.0,0.0
140,E.P.A. Head Stacks Agency With Climate Change Skeptics - The New York Times,1.0,1.0
141,Christian Leaders Denounce Trump’s Plan to Favor Christian Refugees - The New York Times,1.0,1.0
142,Trump Finally Outspends Hillary On TV Spots,0.0,0.0
143,"After Blast, New Yorkers Examine Themselves for Psychological Shrapnel - The New York Times",1.0,1.0
144,Early French Presidential Polls Show Macron in Double Digit Lead,1.0,0.0
145,The Double Standards of American Politics (What Do I Tell My Daughter?) · Guardian Liberty Voice,0.0,0.0
146,Fight for Viacom Is Said to End With the Redstones in Control - The New York Times,1.0,1.0
147,"Trump Calls Black Man At Rally A ‘Thug,’ Kicks Him Out – Except There’s One BIG Problem (VIDEO)",0.0,0.0
148,Pointing Fingers Over Trump’s Victory,0.0,0.0
149,Purdue Professors Develop ’Instantly Rechargeable’ Battery Tech - Breitbart,1.0,1.0
150,U.S. orders families of consulate workers in Istanbul to leave,0.0,0.0
151,"Comment on Genius Child Arrested, Interrogated, and Thrown in Juvi by Hero Cops for Making a Homemade Clock by brian hodge",0.0,0.0
152,Donald Trump’s Nightmare Comes True 10 Days Before Election – This Could Ruin EVERYTHING!,0.0,0.0
153,"Comment on Are the Obamas, the Clintons and the Bushes going to seek refuge in Countries that don’t Extradite to the US if Trump Wins? by marlene",0.0,0.0
154,How to report voter fraud - Crash Course.,0.0,0.0
155,N.F.L.: There’s Dallas’s Dak Prescott and Then All the Other Rookie QBs - The New York Times,1.0,1.0
156,Secrets of the US Election: Assange Talks to Pilger,0.0,0.0
157,"Donald Trump, Quebec City, Patriots: Your Monday Evening Briefing - The New York Times",1.0,1.0
158,Shaun King is Really Mad About President Trump’s First Budget - Breitbart,1.0,1.0
159,Associated Press reporter admits faking news stories for Hillary Clinton.,0.0,0.0
160,Halliburton and Baker Hughes Call Off $35 Billion Merger - The New York Times,1.0,1.0
161,Review: Garth Brooks Brings Rousing Anthems and Ballads to Yankee Stadium - The New York Times,1.0,1.0
162,Sicher trainieren: Beim Spinning gilt ab sofort Helmpflicht,0.0,0.0
163,What Would It Take to Replace the Pay Working-Class Americans Have Lost? - The New York Times,1.0,1.0
164,Americans' Support for 'Assault Weapons' Ban at Record Low,0.0,0.0
165,"Texas Puppy Recovering After Rescue from Hot Car, Owner Arrested",1.0,0.0
166,"Face It. Nobody Cares About Wikileaks Because Trump Doesn't Have The ""Temperament"" To be President. He's Scary.",0.0,0.0
167,Imam and His Assistant Killed in a Shooting Near a Mosque in Queens - The New York Times,1.0,1.0
168,The Loosening Grip,0.0,0.0
169,"Kiev Nazi commander admits 10,000 Ukrainians could be war criminals",0.0,0.0
170,Masoud Barzani Pledges That Kurdish Forces Won’t Enter Mosul,0.0,0.0
171,See Dems accept foreign cash to disrupt Trump rallies,0.0,0.0
172,WaPo: “Don’t Like Trump’s Piggish Prejudice? Blame the World of Golf.”,0.0,0.0
173,Wingsuit flyer vs. tree,0.0,0.0
174,Regulatory Microscope Lies Ahead for AT&ampT and Time Warner - The New York Times,1.0,1.0
175,Physical Gold Demand and Fear,0.0,0.0
176,Life: Got The Flu? Here’s 6 Demands You Can Extract From Your Local Retirement Community With That Leverage,0.0,0.0
177,Trump White House Flies POW/MIA Flag on Flag Day - Breitbart,1.0,1.0
178,"Chinese City Official Shoots 2 Others and Kills Himself, State Media Says - The New York Times",1.0,1.0
179,WATCH: The moment police realised homeless man was bombing suspect,0.0,0.0
180,Shopify Erased Our Store From The Internet While I Was Fulfilling 55 Orders,0.0,0.0
181,"130,000 Americans demand to forbid Soros manipulate elections",0.0,0.0
182,Has George Soros Committed Treason?,0.0,0.0
183,Messenger 40 – Muslims Develop Technology to Promote Religious Unity against Radicalism,0.0,0.0
184,Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,0.0,0.0
185,ATTENTION DONALD TRUMP VOTERS!!! What to do if you see vote switching from Trump to Clinton at the polls,0.0,0.0
186,Abandon Ship! Trust of Mainstream Media Plummets,0.0,0.0
187,"Trump, Twitter and the Art of His Deal - The New York Times",1.0,1.0
188,"After Yemeni’s 13 Years in Guantánamo, Freedom for the Soul Takes Longer - The New York Times",1.0,1.0
189,"Vatican Expresses Concerns Over ‘Spread of Nationalism, Populism’",1.0,0.0
190,White House Defends Commando Raid on Qaeda Branch in Yemen - The New York Times,1.0,1.0
191,Beyoncé’s ‘Lemonade’ Comes to iTunes - The New York Times,1.0,1.0
192,10-Year-Old Girl Used as Human Bomb in Nigeria Attack,1.0,0.0
193,Tubman’s In. Jackson’s Out. What’s It Mean? - The New York Times,1.0,1.0
194,Trump’s Win Wasn’t Ideological. It Was Brilliant.,0.0,0.0
195,"For Europe, There’s a New Threat in Town: The U.S. - The New York Times",1.0,1.0
196,‘S.N.L.’ Hammers Donald Trump as a ‘Gift’ to Vladimir Putin for Christmas - The New York Times,1.0,1.0
197,"Washington State Takes 10 Refugees, 0 Muslim Rest of Country Takes 189 Refugees, 151 Muslim - Breitbart",1.0,1.0
198,The Anatomy of Crisis and the Decline of US Empire,0.0,0.0
199,Did You Notice Anything Different In The MSM Lately?,0.0,0.0
200,Latest Pipeline Leak Underscores Dangers Of Dakota Access Pipeline,0.0,0.0
201,Donald Trump Hints He May Fund Race Himself - The New York Times,1.0,1.0
202,Donald Trump: Bring Back the ’Travel Ban’ to Fight Terror,1.0,0.0
203,"Zika Looms in Asia, Tempered by a Fuller View of Its Dangers - The New York Times",1.0,1.0
204,Microsoft Introduces Windows 10 Update With Creative Focus,0.0,0.0
205,Iran Blames Iraq For Sandstorm That Crippled Power Grid,1.0,0.0
206,12 Austrian Schools Evacuated Over Radioactive Rock,0.0,0.0
207,Which States Don't Have Mexicans?,0.0,0.0
208,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,0.0,0.0
209,Politicians Will Feel the Heat From Rising Temperatures,0.0,0.0
210,It Was The Devil vs. The Loch Ness Monster,0.0,0.0
211,US Government and the Clinton female: Come to the Psychiatrist's Couch,0.0,1.0
212,Woman Facing Jail For Giving Water To Thirsty Pigs,0.0,0.0
213,Neon Makes a Point at the U.S. Open - The New York Times,1.0,1.0
214,Tech Firm Suing BuzzFeed for Publishing Unverified Trump Dossier - Breitbart,1.0,1.0
215,"In Canada, Where Muslims Are Few, Group Stirs Fear of Islamists - The New York Times",1.0,1.0
216,,0.0,0.0
217,Why Would Anyone Get the Flu Vaccine?,0.0,0.0
218,AG Sessions to Dem Sen Harris: ’I’m Not Able to be Rushed This Fast - It Makes Me Nervous’ - Breitbart,1.0,1.0
219,Woman Wearing ’Moms Demand Action’ Button: Murdering President Trump On Stage is Just ’Theater’ - Breitbart,1.0,1.0
220,Thousands of Wild Bison Appear At Standing Rock Out Of Nowhere! A Sign From Mother Earth?,0.0,0.0
221,"CBS’s Dickerson: Lack of Trust In the Media Is Not Because of Trump, Press Ruined Its Reputation ’On Its Own’ - Breitbart",1.0,0.0
222,"With Blacks Alarmed by His Tone, Trump Meets With Martin Luther King III - The New York Times",1.0,1.0
223,George Will Leaves the G.O.P. Over Donald Trump - The New York Times,1.0,1.0
224,"Abroad in America, Deciphering the 2016 Presidential Race - The New York Times",1.0,1.0
225,Why I Am A Homesteader And Why You Should Be To,0.0,0.0
226,Pollak: The Attack on Trump Is Exactly What a Russian Disinformation Campaign Looks Like - Breitbart,1.0,1.0
227,"BULGARIA: Nearly l,000 Muslim freeloaders rebel over “bad food and delays in giving them status to enter Western Europe”",0.0,0.0
228,Japan Vote Strengthens Shinzo Abe’s Goal to Change Constitution - The New York Times,1.0,1.0
229,World wildlife 'falls by 58% in 40 years',0.0,0.0
230,Republican Men Say It’s a Better Time to Be a Woman Than a Man - The New York Times,1.0,1.0
231,DNC Senior Adviser: Trump ’So Emasculated’ by Putin ’He Has to Come Back and Pick on’ Transgendered Kids - Breitbart,1.0,1.0
232,,0.0,0.0
233,Lucifer's Banker: Bradley Birkenfeld on Corporate Crime in America,0.0,1.0
234,U.S. Navy Ships Will Deploy Laser Weapons Within Two Years - Breitbart,1.0,1.0
235,Top 5 unusual tragic deaths on sets,0.0,0.0
236,Manchin: Trump Should Reach out to Intel Community,1.0,0.0
237,CNN Host Scolds Conway on Trump's Treatment of Reporters. Then She Flips Script With 1 Big Question,0.0,0.0
238,"Democrats Rake In Money, Thanks to Suit by Republicans - The New York Times",1.0,1.0
239,Duterte’s Free Birth-Control Order Is Latest Skirmish With Catholic Church - The New York Times,1.0,1.0
240,Trump Meets With Four Candidates for National Security Adviser - The New York Times,1.0,1.0
241,"Review: ‘“Master Harold” … and the Boys,’ a Searing Indictment of Racism - The New York Times",1.0,1.0
242,Comedy Central Launches Late-Night Trump-Mocking ’President Show’,1.0,0.0
243,More Migrants Pitch Tents on Paris Streets as Calais Camp Shuts,0.0,1.0
244,Court Upholds Doping-Related Ban on Russia at Paralympics - The New York Times,1.0,1.0
245,Experts Hesitate to Link Florida Airport Attack to PTSD - The New York Times,1.0,1.0
246,Clinton and Trump Campaigns Are Buzzing About the Race … for the Cabinet - The New York Times,1.0,1.0
247,"Leaked: Podesta's Satanic ""Spirit Cooking"" Dinner. Distrubing Stuff Beyond Belief!",0.0,1.0
248,Millions of South Koreans Rise Up Against Shadow Government,0.0,0.0
249,Businesses Near Trump Tower Say Security Is Stealing Their Christmas - The New York Times,1.0,1.0
250,The Hillary Era is Coming: Worry!,0.0,0.0
251,Meditation: The Chicago Cubs Winning Edge?,0.0,0.0
252,President Xi’s Great Chinese Soccer Dream - The New York Times,1.0,1.0
253,BREAKING : AP (Finally) Calls Arizona For Trump! – TruthFeed,0.0,0.0
254,Federal Judges Invite Muslims To Veto Americans’ Elections Over Campaign Statements - Breitbart,1.0,1.0
255,Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,0.0,0.0
256,,0.0,0.0
257,“Rigged To Deny Trump”: Looks Like Elite Trying to Steal These States to Block Electoral Path to 270,0.0,0.0
258,Bahrainis support senior Shia cleric Sheikh Qassim,0.0,0.0
259,Your vote doesn’t count; it all comes down to the electoral votes which all media is hiding from you!,0.0,0.0
260,Former Drug Industry Executives Charged in Kickback Scheme - The New York Times,1.0,1.0
261,"NCAA, Big 12 Keeps Watchful Eye on Texas Bathroom Bill - Breitbart",1.0,1.0
262,A Jarring New Level of Confrontation and Conflict Hits Washington - The New York Times,1.0,1.0
263,“It’s Fucking Christmas Now So Start Buying Shit” Shops Inform Public,0.0,1.0
264,Businesses Prepare For Hillary Presidency In A Way Sure To PISS Her Off,0.0,0.0
265,Cannes: Major Upset as Political Correctness Satire ’The Square’ Wins Palme d’Or,1.0,0.0
266,Why Trump Won; Why Clinton Lost,0.0,0.0
267,Russian & US Fighter Jets Near Miss Over Syria,0.0,0.0
268,Jimmy John’s Founder Denies He Is Nude Man Pictured Humping a Dead Shark - Breitbart,1.0,1.0
269,4 Natural Tips to Make your Teeth Sparkling White,0.0,0.0
270,Leaked Script Shows What Advisers Want Donald Trump to Say at Black Church - The New York Times,1.0,1.0
271,"In Remote Settlement High on Tibetan Plateau, Buddhist Spirituality Soars - The New York Times",1.0,1.0
272,Mother of American Held Hostage in Venezuela Hopeful Following Otto Warmbier Release - Breitbart,1.0,1.0
273,A Snooze-Worthy App Collection to Add to the Smartphone - The New York Times,1.0,1.0
274,State Attorney General Orders Trump Foundation to Cease Raising Money in New York - The New York Times,1.0,1.0
275,"35 Years Later, Sister in Durst Case Is Still Looking for Answers - The New York Times",1.0,1.0
276,HOW TO HAVE HONEST ELECTIONS,0.0,0.0
277,ICE Looks to Avoid Media Distortions with Spanish Language Website,1.0,0.0
278,Exclusive: Rand Paul Says Obama Administration May Have Spied on His Campaign - Breitbart,1.0,1.0
279,"Italy’s Premier, Matteo Renzi, Says He’ll Resign After Reform Is Rejected - The New York Times",1.0,1.0
280,"Trump: Time to Put Ohio, Michigan, and Pennsylvania Before Paris - Breitbart",1.0,1.0
281,Who ’Paid for’ Tax Day Protests? Breitbart Revealed Organizers’ Soros Ties Months Ago,1.0,0.0
282,"Four Arab countries bought thousands of cars from Toyota and delivered them to""Daesh""",0.0,0.0
283,"BAD NEWS: Hillary’s Pimping Past Exposed, Dirty Whoring Details Leaked",0.0,0.0
284,,0.0,0.0
285,Jenna Bush Hager and Michael Keaton Flub Movie Title at Golden Globes - The New York Times,1.0,1.0
286,"In Brooklyn, Stifling Higher Learning Among Hasidic Women - The New York Times",1.0,1.0
287,Russian Bombers Fly Within 50 Miles of California Coast,0.0,0.0
288,Putin Just Gave Obama 24 Hours – OR ELSE!,0.0,0.0
289,Firebrand Israeli Politician Endorses Marine Le Pen,1.0,0.0
290,,0.0,0.0
291,Historian’s Latest Book on Mao Turns Acclaim in China to Censure - The New York Times,1.0,1.0
292,"Venezuela, Accused of Selling Passports to Hezbollah, Is Running Out of Passports for Venezuelans - Breitbart",1.0,1.0
293,Protesters at UC Berkeley block white students from getting to class,0.0,0.0
294,Leftists Melt Down on Twitter over MILO Appearance on Bill Maher - Breitbart,1.0,1.0
295,We Rounded Up Politics Stories You Shouldn’t Miss - The New York Times,1.0,1.0
296,Obama to Move Back to Africa as Mandela's Son,0.0,0.0
297,"Axelrod: Trump Speech Was ’Full-Throated Populist Manifesto,’ That ’Lit This Town On Fire’ - Breitbart",1.0,1.0
298,"’Resident Evil 7’ Review: A Thrilling, Terrifying New Direction for the Classic Horror Series - Breitbart",1.0,1.0
299,Family of Nine Asylum Seekers Accused of Gang-Rape Attack,1.0,0.0
300,Megyn [sic] Kelly: Gowdy Triumphantly Comments on the Hillary Case Reopening,0.0,0.0
301,Trump: It Is In ’Vital National Security Interest of the US’ to Prevent the Use of Chemical Weapons - Breitbart,1.0,1.0
302,Basketball Player Suffers Gruesome Injury when Eyeball is Popped Out During Game - Breitbart,1.0,1.0
303,"Russia Has Deployed Missile Barred by Treaty, U.S. General Tells Congress - The New York Times",1.0,1.0
304,Ringo Starr anuncia que deja los Beatles,0.0,0.0
305,Nonduality and the Consciousness of 'Things' - Thich Nhat Hanh,0.0,0.0
306,"Helpless to Prevent Cancer? Actually, Quite a Bit Is in Your Control - The New York Times",1.0,1.0
307,2017 Stock Market Crash? Eric Dubin on Markets and the Election Shocker,0.0,0.0
308,"President Trump Tells Nashville Rally Healthcare Bill Will Be Arbitrated, Negotiated - Breitbart",1.0,1.0
309,Federal judge charges Sheriff Joe with contempt,0.0,0.0
310,FOR SALE: Hillary's State Department,0.0,0.0
311,Stabbing Injures Seven People in Newark Home · Guardian Liberty Voice,0.0,0.0
312,Philadelphia Orchestra Ends Its Brief Strike - The New York Times,1.0,1.0
313,$6 Million Later: North Dakota Police Can’t Afford The Pipeline Protest,0.0,0.0
314,Election 2016: Open Thread,0.0,0.0
315,Suspect in Dallas Attack Had Interest in Black Power Groups - The New York Times,1.0,1.0
316,‘Brexit’ Opens Uncertain Chapter in Britain’s Storied History - The New York Times,1.0,1.0
317,‘Captain America’ Smites Rory McIlroy in Spirited Duel at Ryder Cup - The New York Times,1.0,1.0
318,NY Mayoral Candidate Bo Dietl: ’Send the MS-13 Gang Over to Gracie Mansion’ - Breitbart,1.0,1.0
319,WE NOW HAVE PROOF OBAMACARE WAS DESIGNED TO FAIL…AND HERE’S WHY,0.0,0.0
320,"Terrorists' Strategic Bastion Facing Collapse in Southwestern of Syria's Aleppo, Civilians Attack Terrorists' Food Stuff Warehouses",0.0,0.0
321,This Sucker’s Rally Is Done—-Soon Comes The Carnage,0.0,0.0
322,“The Largest Unprosecuted Charity Fraud Ever Attempted”.,0.0,0.0
323,Penguins and Baby Iguana ‘will not follow Planet Earth 2 to Channel Four’,0.0,0.0
324,Patients Lose Sight After Stem Cells Are Injected Into Their Eyes - The New York Times,1.0,1.0
325,France Bans Free Soda Refills in Attack on Obesity - The New York Times,1.0,1.0
326,Fewer than One in Five Foreign Rapists Deported from Sweden,1.0,0.0
327,"Megyn Kelly, Contract Set to Expire Next Year, Is Primed for the Big Show - The New York Times",1.0,1.0
328,SEIU Union Tries to Block Trump’s Pick For the Labor Department - Breitbart,1.0,1.0
329,Will the Real Democracy Lovers Please Stand Up? - The New York Times,1.0,1.0
330,Gorka to CNN’s Chris Cuomo: You Have Spun ’Classic Fake News’ - Breitbart,1.0,1.0
331,#2816: Clinton Pride’s 8(a) Pig Farm Bridge – Serco Zulu Server Snuff –Soros's Patented Voter Key,0.0,0.0
332,Who Will Tell the Story of Slavery? - The New York Times,1.0,1.0
333,"Man-children, rejoice! The New Republic thinks you deserve a break",0.0,0.0
