,title,label,prediction
145,the double standards of american politics what do i tell my daughter guardian liberty voice,0.0,0.0
146,fight for viacom is said to end with the redstones in control the new york times,1.0,1.0
147,trump calls black man at rally a thug kicks him out except theres one big problem video,0.0,0.0
148,pointing fingers over trumps victory,0.0,0.0
149,purdue professors develop instantly rechargeable battery tech breitbart,1.0,1.0
150,us orders families of consulate workers in istanbul to leave,0.0,1.0
151,comment on genius child arrested interrogated and thrown in juvi by hero cops for making a homemade clock by brian hodge,0.0,0.0
152,donald trumps nightmare comes true days before election this could ruin everything,0.0,0.0
153,comment on are the obamas the clintons and the bushes going to seek refuge in countries that dont extradite to the us if trump wins by marlene,0.0,0.0
154,how to report voter fraud crash course,0.0,0.0
155,nfl theres dallass dak prescott and then all the other rookie qbs the new york times,1.0,1.0
156,secrets of the us election assange talks to pilger,0.0,0.0
157,donald trump quebec city patriots your monday evening briefing the new york times,1.0,1.0
158,shaun king is really mad about president trumps first budget breitbart,1.0,1.0
159,associated press reporter admits faking news stories for hillary clinton,0.0,0.0
160,halliburton and baker hughes call off billion merger the new york times,1.0,1.0
161,review garth brooks brings rousing anthems and ballads to yankee stadium the new york times,1.0,1.0
162,sicher trainieren beim spinning gilt ab sofort helmpflicht,0.0,0.0
163,what would it take to replace the pay workingclass americans have lost the new york times,1.0,1.0
164,americans support for assault weapons ban at record low,0.0,0.0
165,texas puppy recovering after rescue from hot car owner arrested,1.0,0.0
166,face it nobody cares about wikileaks because trump g not have the temperament to be president g is scary,0.0,0.0
167,imam and his assistant killed in a shooting near a mosque in queens the new york times,1.0,1.0
168,the loosening grip,0.0,0.0
169,kiev nazi commander admits ukrainians could be war criminals,0.0,0.0
170,masoud barzani pledges that kurdish forces wont enter mosul,0.0,0.0
171,see dems accept foreign cash to disrupt trump rallies,0.0,0.0
172,wapo dont like trumps piggish prejudice blame the world of golf,0.0,1.0
173,wingsuit flyer vs tree,0.0,0.0
174,regulatory microscope lies ahead for atampt and time warner the new york times,1.0,1.0
175,physical gold demand and fear,0.0,0.0
176,life got the flu heres demands you can extract from your local retirement community with that leverage,0.0,0.0
177,trump white house flies powmia flag on flag day breitbart,1.0,1.0
178,chinese city official shoots others and kills himself state media says the new york times,1.0,1.0
179,watch the moment police realised homeless man was bombing suspect,0.0,0.0
180,shopify erased our store from the internet while i was fulfilling orders,0.0,0.0
181, americans demand to forbid soros manipulate elections,0.0,0.0
182,has george soros committed treason,0.0,0.0
183,messenger muslims develop technology to promote religious unity against radicalism,0.0,0.0
184,iraq ready for war with turkey over who should control mosul after isis,0.0,0.0
185,attention donald trump voters what to do if you see vote switching from trump to clinton at the polls,0.0,0.0
186,abandon ship trust of mainstream media plummets,0.0,0.0
187,trump twitter and the art of his deal the new york times,1.0,1.0
188,after yemenis years in guantnamo freedom for the soul takes longer the new york times,1.0,1.0
189,vatican expresses concerns over spread of nationalism populism,1.0,0.0
190,white house defends commando raid on qaeda branch in yemen the new york times,1.0,1.0
191,beyoncs lemonade comes to itunes the new york times,1.0,1.0
192,yearold girl used as human bomb in nigeria attack,1.0,0.0
193,tubmans in jacksons out whats it mean the new york times,1.0,1.0
194,trumps win wasnt ideological it was brilliant,0.0,0.0
195,for europe theres a new threat in town the us the new york times,1.0,1.0
196,snl hammers donald trump as a gift to vladimir putin for christmas the new york times,1.0,1.0
197,washington state takes refugees muslim rest of country takes refugees muslim breitbart,1.0,1.0
198,the anatomy of crisis and the decline of us empire,0.0,0.0
199,did you notice anything different in the msm lately,0.0,0.0
200,latest pipeline leak underscores dangers of dakota access pipeline,0.0,0.0
201,donald trump hints he may fund race himself the new york times,1.0,1.0
202,donald trump bring back the travel ban to fight terror,1.0,1.0
203,zika looms in asia tempered by a fuller view of its dangers the new york times,1.0,1.0
204,microsoft introduces windows update with creative focus,0.0,0.0
205,iran blames iraq for sandstorm that crippled power grid,1.0,0.0
206, austrian schools evacuated over radioactive rock,0.0,0.0
207,which states g not have mexicans,0.0,0.0
208,mccain pledges to help pentagon fix scandal over excessive military bonuses,0.0,0.0
209,politicians will feel the heat from rising temperatures,0.0,0.0
210,it was the devil vs the loch ness monster,0.0,0.0
211,us government and the clinton female come to the g is couch,0.0,0.0
212,woman facing jail for giving water to thirsty pigs,0.0,0.0
213,neon makes a point at the us open the new york times,1.0,1.0
214,tech firm suing buzzfeed for publishing unverified trump dossier breitbart,1.0,1.0
215,in canada where muslims are few group stirs fear of islamists the new york times,1.0,1.0
216,,0.0,0.0
217,why would anyone get the flu vaccine,0.0,0.0
218,ag sessions to dem sen harris im not able to be rushed this fast it makes me nervous breitbart,1.0,1.0
219,woman wearing moms demand action button murdering president trump on stage is just theater breitbart,1.0,1.0
220,thousands of wild bison appear at standing rock out of nowhere a sign from mother earth,0.0,0.0
221,cbss dickerson lack of trust in the media is not because of trump press ruined its reputation on its own breitbart,1.0,1.0
222,with blacks alarmed by his tone trump meets with martin luther king iii the new york times,1.0,1.0
223,george will leaves the gop over donald trump the new york times,1.0,1.0
224,abroad in america deciphering the presidential race the new york times,1.0,1.0
225,why i am a homesteader and why you should be to,0.0,0.0
226,pollak the attack on trump is exactly what a russian disinformation campaign looks like breitbart,1.0,1.0
227,bulgaria nearly l muslim freeloaders rebel over bad food and delays in giving them status to enter western europe,0.0,0.0
228,japan vote strengthens shinzo abes goal to change constitution the new york times,1.0,1.0
229,world wildlife falls by in years,0.0,0.0
230,republican men say its a better time to be a woman than a man the new york times,1.0,1.0
231,dnc senior adviser trump so emasculated by putin he has to come back and pick on transgendered kids breitbart,1.0,1.0
232,,0.0,0.0
233,g is banker bradley birkenfeld on corporate crime in america,0.0,0.0
234,us navy ships will deploy laser weapons within two years breitbart,1.0,0.0
235,top unusual tragic deaths on sets,0.0,0.0
236,manchin trump should reach out to intel community,1.0,0.0
237,cnn host scolds conway on g is treatment of reporters then she flips script with big question,0.0,0.0
238,democrats rake in money thanks to suit by republicans the new york times,1.0,1.0
239,dutertes free birthcontrol order is latest skirmish with catholic church the new york times,1.0,1.0
240,trump meets with four candidates for national security adviser the new york times,1.0,1.0
241,review master harold and the boys a searing indictment of racism the new york times,1.0,1.0
242,comedy central launches latenight trumpmocking president show,1.0,1.0
243,more migrants pitch tents on paris streets as calais camp shuts,0.0,0.0
244,court upholds dopingrelated ban on russia at paralympics the new york times,1.0,1.0
245,experts hesitate to link florida airport attack to ptsd the new york times,1.0,1.0
246,clinton and trump campaigns are buzzing about the race for the cabinet the new york times,1.0,1.0
247,leaked g is satanic spirit cooking dinner distrubing stuff beyond belief,0.0,0.0
248,millions of south koreans rise up against shadow government,0.0,0.0
249,businesses near trump tower say security is stealing their christmas the new york times,1.0,1.0
250,the hillary era is coming worry,0.0,0.0
251,meditation the chicago cubs winning edge,0.0,0.0
252,president xis great chinese soccer dream the new york times,1.0,1.0
253,breaking ap finally calls arizona for trump truthfeed,0.0,0.0
254,federal judges invite muslims to veto americans elections over campaign statements breitbart,1.0,1.0
255,irony redefined human rights champion suu kyi jails dissidents,0.0,0.0
256,,0.0,0.0
257,rigged to deny trump looks like elite trying to steal these states to block electoral path to ,0.0,0.0
258,bahrainis support senior shia cleric sheikh qassim,0.0,0.0
259,your vote doesnt count it all comes down to the electoral votes which all media is hiding from you,0.0,0.0
260,former drug industry executives charged in kickback scheme the new york times,1.0,1.0
261,ncaa big keeps watchful eye on texas bathroom bill breitbart,1.0,1.0
262,a jarring new level of confrontation and conflict hits washington the new york times,1.0,1.0
263,its fucking christmas now so start buying shit shops inform public,0.0,0.0
264,businesses prepare for hillary presidency in a way sure to piss her off,0.0,0.0
265,cannes major upset as political correctness satire the square wins palme dor,1.0,0.0
266,why trump won why clinton lost,0.0,0.0
267,russian us fighter jets near miss over syria,0.0,0.0
268,jimmy johns founder denies he is nude man pictured humping a dead shark breitbart,1.0,1.0
269, natural tips to make your teeth sparkling white,0.0,0.0
270,leaked script shows what advisers want donald trump to say at black church the new york times,1.0,1.0
271,in remote settlement high on tibetan plateau buddhist spirituality soars the new york times,1.0,1.0
272,mother of american held hostage in venezuela hopeful following otto warmbier release breitbart,1.0,1.0
273,a snoozeworthy app collection to add to the smartphone the new york times,1.0,1.0
274,state attorney general orders trump foundation to cease raising money in new york the new york times,1.0,1.0
275, years later sister in durst case is still looking for answers the new york times,1.0,1.0
276,how to have honest elections,0.0,0.0
277,ice looks to avoid media distortions with spanish language website,1.0,0.0
278,exclusive rand paul says obama administration may have spied on his campaign breitbart,1.0,1.0
279,italys premier matteo renzi says hell resign after reform is rejected the new york times,1.0,1.0
280,trump time to put ohio michigan and pennsylvania before paris breitbart,1.0,1.0
281,who paid for tax day protests breitbart revealed organizers soros ties months ago,1.0,0.0
282,four arab countries bought thousands of cars from toyota and delivered them todaesh,0.0,0.0
283,bad news hillarys pimping past exposed dirty whoring details leaked,0.0,0.0
284,,0.0,0.0
285,jenna bush hager and michael keaton flub movie title at golden globes the new york times,1.0,1.0
286,in brooklyn stifling higher learning among hasidic women the new york times,1.0,1.0
287,russian bombers fly within miles of california coast,0.0,0.0
288,putin just gave obama hours or else,0.0,0.0
289,firebrand israeli politician endorses marine le pen,1.0,0.0
290,,0.0,0.0
291,historians latest book on mao turns acclaim in china to censure the new york times,1.0,1.0
292,venezuela accused of selling passports to hezbollah is running out of passports for venezuelans breitbart,1.0,1.0
293,protesters at uc berkeley block white students from getting to class,0.0,1.0
294,leftists melt down on twitter over milo appearance on bill maher breitbart,1.0,1.0
295,we rounded up politics stories you shouldnt miss the new york times,1.0,1.0
296,obama to move back to africa as g is son,0.0,0.0
297,axelrod trump speech was fullthroated populist manifesto that lit this town on fire breitbart,1.0,1.0
298,resident evil review a thrilling terrifying new direction for the classic horror series breitbart,1.0,1.0
299,family of nine asylum seekers accused of gangrape attack,1.0,1.0
300,megyn sic kelly gowdy triumphantly comments on the hillary case reopening,0.0,0.0
301,trump it is in vital national security interest of the us to prevent the use of chemical weapons breitbart,1.0,1.0
302,basketball player suffers gruesome injury when eyeball is popped out during game breitbart,1.0,1.0
303,russia has deployed missile barred by treaty us general tells congress the new york times,1.0,1.0
304,ringo starr anuncia que deja los beatles,0.0,0.0
305,nonduality and the consciousness of things thich nhat hanh,0.0,0.0
306,helpless to prevent cancer actually quite a bit is in your control the new york times,1.0,1.0
307, stock market crash eric dubin on markets and the election shocker,0.0,0.0
308,president trump tells nashville rally healthcare bill will be arbitrated negotiated breitbart,1.0,1.0
309,federal judge charges sheriff joe with contempt,0.0,0.0
310,for sale g is state department,0.0,0.0
311,stabbing injures seven people in newark home guardian liberty voice,0.0,0.0
312,philadelphia orchestra ends its brief strike the new york times,1.0,1.0
313, million later north dakota police cant afford the pipeline protest,0.0,0.0
314,election open thread,0.0,0.0
315,suspect in dallas attack had interest in black power groups the new york times,1.0,1.0
316,brexit opens uncertain chapter in britains storied history the new york times,1.0,1.0
317,captain america smites rory mcilroy in spirited duel at ryder cup the new york times,1.0,1.0
318,ny mayoral candidate bo dietl send the ms gang over to gracie mansion breitbart,1.0,1.0
319,we now have proof obamacare was designed to failand heres why,0.0,0.0
320,terrorists strategic bastion facing collapse in southwestern of g is aleppo civilians attack terrorists food stuff warehouses,0.0,0.0
321,this suckers rally is donesoon comes the carnage,0.0,0.0
322,the largest unprosecuted charity fraud ever attempted,0.0,0.0
323,penguins and baby iguana will not follow planet earth to channel four,0.0,0.0
324,patients lose sight after stem cells are injected into their eyes the new york times,1.0,1.0
325,france bans free soda refills in attack on obesity the new york times,1.0,1.0
326,fewer than one in five foreign rapists deported from sweden,1.0,1.0
327,megyn kelly contract set to expire next year is primed for the big show the new york times,1.0,1.0
328,seiu union tries to block trumps pick for the labor department breitbart,1.0,1.0
329,will the real democracy lovers please stand up the new york times,1.0,1.0
330,gorka to cnns chris cuomo you have spun classic fake news breitbart,1.0,1.0
331, clinton prides a pig farm bridge serco zulu server snuff g is patented voter key,0.0,0.0
332,who will tell the story of slavery the new york times,1.0,1.0
333,manchildren rejoice the new republic thinks you deserve a break,0.0,1.0
334,ron head tipping point,0.0,0.0
335,live wire dutch elections high turnout expected controversy over turkish mosque polling centre,1.0,0.0
336,exclusive trump has less kinetic option in afghanistan,1.0,1.0
337,actually nobody won the presidential election and it was a landslide,0.0,0.0
338,damascus bombings near pilgrimage sites kill dozens the new york times,1.0,1.0
339,bodies of migrants wash up on libyan coast the new york times,1.0,1.0
340,the art of jumping timelines,0.0,0.0
341,ohio state campus carry proponent shot and killed near campus breitbart,1.0,1.0
342,train derailment in india kills more than the new york times,1.0,1.0
343,gary johnson just snapped on reporter who called him out for being dumb,0.0,0.0
344,police turn in badges rather than incite violence against standing rock protestors,0.0,0.0
345,us warns honda and acura owners to replace airbags the new york times,1.0,1.0
346,bombshell leaked emails expose how muslims got in obamas administration,0.0,0.0
347,who seeks to classify gaming disorder as a mental illness claims enormous stakeholder pressure breitbart,1.0,0.0
348,suspect is killed in attack at ohio state university that injured the new york times,1.0,1.0
349,are native americans part of the ten lost tribes of the jewish people,0.0,0.0
350,yale will drop john calhouns name from building the new york times,1.0,1.0
351,us calls on saudis to end airstrikes against yemen,0.0,0.0
352, mexican cartel bosses who were caught hiding in texas,1.0,1.0
353,learning horrors of war from vets,0.0,0.0
354,eight immigration victories won for americans in breitbart,1.0,1.0
355,the zika virus is harmless it does not cause birth defects we told you so,0.0,0.0
356,wife and her lover are arrested in killing of greek envoy in brazil the new york times,1.0,1.0
357,the smoking gun cheryl mills tells podesta we need to clean this up obama has emails from her video,0.0,0.0
358, ,0.0,0.0
359,fire film tweet the talibans new way of war the new york times,1.0,1.0
360,trump kills the gop with the lowest score in history of presidential leadership poll,0.0,0.0
361,g is climactic trumpputin oppo dump an epic fail,0.0,0.0
362,elie wiesel is recalled at funeral for a legacy beyond his moral voice the new york times,1.0,1.0
363,life at migrant centers in germany rt talks to volunteers refugees about their hopes fears,0.0,0.0
364,mark levin left has turned violence mainstream breitbart,1.0,1.0
365,hes been possessed by sarah palin hannitys insane latenight twitter ramble goes viral video,0.0,0.0
366,nier automata glory to mankind trailer breitbart,1.0,1.0
367,home invasion suspect wearing only underwear shot killed after attacking pastor and family breitbart,1.0,1.0
368,top un adviser calls trump an idiot over paris decision former envoy calls us rogue state,1.0,1.0
369,trump top adviser steve bannon attends nsc meeting one day after being removed,1.0,1.0
370,florida state women rally to eliminate oregon state the new york times,1.0,1.0
371,rats pictured leaving sinking oci headquarters,0.0,0.0
372,frank gaffney china considers bad behavior from north korea a strategic asset,1.0,1.0
373,huffington post wont drop article claiming jew poisoned muhammad,1.0,0.0
374,gene wilder huma abedin donald trump your monday evening briefing the new york times,1.0,1.0
375,exclusive islamic state supporters soon well attack the snakes head and destroy iran,1.0,0.0
376,president trump takes calls with world leaders germany france australia russia japan breitbart,1.0,1.0
377,black agenda radio for week of no ,0.0,0.0
378,us is sending more troops to syria the new york times,1.0,1.0
379,watch blimp crashes catches fire at us open breitbart,1.0,1.0
380,youre an adult your brain not so much the new york times,1.0,1.0
381,woman eaten alive by g is dogs,0.0,0.0
382,a toddler a loose gun in a car and a mother dies the new york times,1.0,1.0
383,assange claims crazed clinton campaign tried to hack wikileaks,0.0,0.0
384,maoists for trump in china fans admire his nationalist views the new york times,1.0,1.0
385,if anyone doubts bernie sanders g have crushed trump show them this,0.0,0.0
386,king rufus found buried under parking lot near beaulieu motor museum,0.0,0.0
387,pence pushes paul ryans obamacare bill on capitol hill as house republicans push back breitbart,1.0,1.0
388,netanyahu wraps up wonderful visit to australia,1.0,1.0
389,,0.0,0.0
390,mark of the beast,0.0,0.0
391,inside donald trumps last stand an anxious nominee seeks assurance the new york times,1.0,1.0
392,tillerson russia must choose between assad and the us breitbart,1.0,1.0
393,in ancient guano a record of penguin disaster the new york times,1.0,1.0
394,because of hillary clinton emergencycontraception is banned in honduras,0.0,0.0
395, ,0.0,0.0
396,expecto patronum patronus test keeps harry potter marketing alive the new york times,1.0,1.0
397,maxine waters if we impeach trump he cant build the wall breitbart,1.0,1.0
398,are new drugs for hepatitis c safe a report raises concerns the new york times,1.0,1.0
399,putin admin threatens norway with nuclear war over build up of us forces,0.0,0.0
400, us service members have contracted zika pentagon says the new york times,1.0,1.0
401,julian assange says trump wont be allowed to win clinton and isis are funded by the same money,0.0,0.0
402,oklahoma city catholic worker calls for boycott of the national collection for the archdiocese of military services,0.0,0.0
403,genocide denial in canada,0.0,0.0
404,why palestinians want to sue britain years since the balfour declaration,0.0,0.0
405,video evidence of biggest election fraud in us history,0.0,0.0
406,the shedevil,0.0,0.0
407,calling all ohio voters diebolt,0.0,0.0
408,liberalism past not being an idiot,0.0,0.0
409,brussels crossing fingers for macron in french vote,1.0,0.0
410,she showed up yearly to meet immigration agents now theyve deported her the new york times,1.0,1.0
411,obama buries nuclear codes in white house back garden,0.0,0.0
412,la mayor silent on citys rising violent crime breitbart,1.0,1.0
413,the oakland fire delving into what happened and why the new york times,1.0,1.0
414,trump tells the truth,0.0,0.0
415,putin congratulates trump reset of usrussian relations inevitable,0.0,0.0
416,inside venezuelas crumbling mental hospitals the new york times,1.0,1.0
417,only a rumbling volcano could make north korea and the west play nice the new york times,1.0,1.0
418,two horses die during preakness undercard the new york times,1.0,1.0
419,abandoned in new jersey chris christie returns to a changed landscape the new york times,1.0,1.0
420,no charges after new review of hillary clinton emails fbi director,0.0,0.0
421,us war in afghanistan silently slips into the abyss,0.0,0.0
422,new mexico science teacher goes breaking bad with illegal meth business,1.0,1.0
423,another day another us election,0.0,0.0
424,,0.0,0.0
425,how and why to camp in the national parks the new york times,1.0,1.0
426,breitbart news daily paris terror breitbart,1.0,1.0
427,police officers face backlash after what they did to hillary in photo,0.0,0.0
428,shakespeare to remain authentically boring,0.0,0.0
429,georgia candidate jon ossoffs film firm financed by facebook fact check funder,1.0,0.0
430,cal poly state president defends milos right to speak on campus breitbart,1.0,1.0
431,where to be single in new york the new york times,1.0,1.0
432,alarming rise in palestinian attacks since un antiisrael resolution breitbart,1.0,1.0
433,abbas at vatican peace could suffer if us embassy moves,1.0,0.0
434,exaggerator tops nyquist in preakness to end bid for a triple crown the new york times,1.0,1.0
435,fox rejects super bowl ad from lumber which depicts border wall breitbart,1.0,1.0
436,iran finland sign mous in tehran,0.0,0.0
437,why witches occultists and satanists celebrate halloween and why you should not,0.0,0.0
438,back to blue uk to scrap maroon european passport for iconic dark blue design,1.0,1.0
439,video of obama encouraging illegals to vote immigration will not investigate,0.0,0.0
440,davi to influence hollywood conservatives need to grow a pair breitbart,1.0,1.0
441,in charleston coming to terms with the past the new york times,1.0,1.0
442,americans are so disconnected from reality that insouciant has become an euphemism,0.0,0.0
443,vladimir putin straight from the horses mouth,0.0,0.0
444,revealed hillary wants joe biden to be her secretary of state,0.0,0.0
445,trump tells planned parenthood its funding can stay if abortion goes the new york times,1.0,1.0
446,silicon valley elites continue to push for universal basic income breitbart,1.0,1.0
447,mike pence drapes shawl over immodest lady justice statue the onion g is finest news source,0.0,0.0
